PROXIMITY,220 # tiling proximity value in arcseconds
TILING_DATE,2022 08 22 # Date the tile was created/configured
OBS_TEMP,287.149994
ROBOT_TEMP,287.149994
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21e+11,3.312e+14,-902.1087564,2624.396187,0,0,0
EQUINOX,J2000.0
CENTRE,00 42 28.46,-33 00 33.1 #Field centre
UTTIME,16 24 00.00 #Target observing time
UTDATE,2022 08 27 #Target observing date
PLATEID,1
LABEL,test
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,8670413102103,-164.6040687352847,119.1619581975269,203.267544610457,2.76950837275157,-0.62653263740194,3.39604101015351,9.78677710992637,-33.507787739172,0.0,17.0899952648836,0.0,0.0,0.0,0.0,0.0,0.0,9.085713989285,3.17643747363933,0.0397,20.8425715011997,0.0,0.0,8,-187988.242793372,-112680.158727572,1,-164660.01,119183.79,-99,P,rectangular_magnet,R01,1,I,1.0,B,111.31885891519062,3.39604101015351,circular_magnet,Mag,1,TR,0.0600504179599999,0.0
2,8670303604549,-142.23388883994113,69.88657842788689,158.524593337968,2.6720485278594,-0.456707395478952,3.12875592333835,9.89528715226706,-33.3036650537695,0.0,17.879285065751,0.0,0.0,0.0,0.0,0.0,0.0,8.87352906595324,2.3396954692953,0.03939392,20.9679564178461,0.0,0.0,8,-163464.973224376,-66548.4318266067,1,-142277.31,69908.61,-99,P,rectangular_magnet,R02,1,I,2.0,R,116.9028966995116,3.12875592333835,circular_magnet,Yel,1,TR,0.04869073126,0.0
3,11671234311331,148.92786858187335,-63.509955608774256,161.934335844574,0.828920424203015,2.73902118402494,4.37308454735766,11.3707349836046,-32.7380177487019,0.0,16.5165616395964,0.0,0.0,0.0,0.0,0.0,0.0,8.81274865147191,2.80895337079334,0.020038143,20.0021589707479,0.0,0.0,8,169986.236657908,61287.8591186708,1,148988.75,-63443.53,-99,P,rectangular_magnet,R03,1,I,3.0,D,-137.4936418590266,4.37308454735766,circular_magnet,Yel,1,TR,0.0901049863999998,0.0
4,9670894708068,-21.777603766384907,0.3130994290551998,21.791649748757,1.66672871515384,-0.0191598869308969,1.68588860208474,10.5065654934904,-33.0108925651395,0.0,17.5091855319699,0.0,0.0,0.0,0.0,0.0,0.0,8.56501506005718,2.59633103470482,0.023449555,20.82386053682,0.0,0.0,8,-25316.0681079013,-381.849396226769,1,-21787.65,417.5,-99,P,rectangular_magnet,R04,1,I,4.0,N,174.5034790284226,1.68588860208474,circular_magnet,Blu,1,TL,0.10488282044,0.0
5,8660315212980,-124.84814151373745,140.6203797200049,188.096086733242,2.53622171921078,-0.844675744236287,3.38089746344707,9.98502773418063,-33.601124574379,0.0,17.4205279528273,0.0,0.0,0.0,0.0,0.0,0.0,8.94190185336286,2.21891374823864,0.0283,20.3941047397019,0.0,0.0,8,-143183.60171191,-133774.283484354,1,-124890.87,140649.95,-99,P,rectangular_magnet,R05,1,I,5.0,T,124.68519957980855,3.38089746344707,circular_magnet,Yel,1,TR,0.0519627269999999,0.0
6,8670491613133,-182.7062531208324,-99.00724947363152,207.823549949311,2.53418634838325,0.496445766271115,2.03774058211214,9.70615918403741,-32.5888035687295,0.0,17.8122834444087,0.0,0.0,0.0,0.0,0.0,0.0,8.66347579991556,2.48048819538167,0.025974637,21.0278439490143,0.0,0.0,8,-206207.894044277,95010.2637924325,1,-182735.3,-98987.06,-99,P,rectangular_magnet,R06,1,I,6.0,Q,124.80181773797008,2.03774058211214,circular_magnet,Mag,1,TL,0.0353742283999999,0.0
7,9670754409383,5.335458420171383,-25.08897734752904,25.5752625139997,1.54424624196883,1.78103953628131,6.04639201286711,10.6460563887509,-32.9014475466447,0.0,16.3426327734609,0.0,0.0,0.0,0.0,0.0,0.0,9.66492062987818,2.13987383480369,0.04403046,19.237448297494,0.0,0.0,8,6208.87422097147,24352.7247835987,1,5337.5,-25012.1,-99,P,rectangular_magnet,R07,1,I,7.0,G,-178.47879219375204,6.04639201286711,circular_magnet,Blu,1,TR,0.0769044511799999,0.0
8,10661279610470,-78.81259686595591,190.4632746052985,206.157447003345,2.86657986229173,-1.17825805397914,4.04483791627087,10.21876529714,-33.8095143779202,0.0,17.6498348340281,0.0,0.0,0.0,0.0,0.0,0.0,8.97183702954657,1.8752811538527,0.038499966,20.2580414611836,0.0,0.0,8,-90358.912483092,-180870.379084665,1,-78862.41,190477.33,-99,P,rectangular_magnet,R08,1,I,8.0,F,105.75707225349116,4.04483791627087,circular_magnet,Mag,1,TR,0.05175811476,0.0
9,9681105805139,-83.95229264326595,-178.67300540371073,197.410903271652,2.62826418220785,1.13137844175335,1.4968857404545,10.2001818228308,-32.2544950147751,0.0,18.0417458043576,0.0,0.0,0.0,0.0,0.0,0.0,8.9230597725912,1.75354348340955,0.03958405,20.50420318483,0.0,0.0,8,-94558.7776769711,170563.996986127,1,-83981.11,-178656.76,-99,P,rectangular_magnet,R09,1,I,9.0,S,119.41155491408742,1.4968857404545,circular_magnet,Mag,1,TL,0.0330810095199999,0.0
10,9671344011226,-109.66654558975088,-61.296023575410274,125.639642934708,2.15822661429338,0.509120655395694,1.64910595889768,10.0620035390164,-32.746263343092,0.0,17.3633713690774,0.0,0.0,0.0,0.0,0.0,0.0,9.17511275937889,3.05523132521884,0.038953613,21.0314665418115,0.0,0.0,8,-125787.069819025,59424.354786509,1,-109705.2,-61237.97,-99,P,rectangular_magnet,R10,1,I,10.0,C,146.34272376818032,1.64910595889768,circular_magnet,Gre,1,TL,0.0697451148799999,0.0
11,9670039308520,145.49192005916956,-8.36658001830535,145.71735795987,4.31998434577581,3.08385606266439,1.23612828311142,11.3563167304512,-32.9716588862066,0.0,18.3794948787214,0.0,0.0,0.0,0.0,0.0,0.0,8.42184864762363,2.01212161377085,0.029,21.1406406913659,0.0,0.0,8,166727.711445239,8484.96204260913,1,145474.55,-8408.55,-99,P,rectangular_magnet,R11,1,I,11.0,M,22.48312942446202,1.23612828311142,circular_magnet,Gre,1,TL,0.0454224428999999,0.0
12,8670462703346,-174.53886396290147,94.50251023257384,198.530200032922,1.72565515435405,-0.496576290525429,2.22223144487948,9.73692709350403,-33.4043136568733,0.0,18.0662621417821,0.0,0.0,0.0,0.0,0.0,0.0,8.40357867590271,1.72217389942211,0.0231,20.4895218382759,0.0,0.0,8,-199254.346504821,-89295.0161280654,1,-174551.49,94583.39,-99,P,rectangular_magnet,R12,1,I,12.0,L,171.1272427605163,2.22223144487948,circular_magnet,Mag,1,TL,0.0818593524999998,0.0
13,10660262211980,122.72908555089673,160.59189126190006,202.112163303228,2.55595450273295,4.06036691564208,4.77877289427046,11.2384795097345,-33.6842745953851,0.0,17.7535124199294,0.0,0.0,0.0,0.0,0.0,0.0,8.95335833925336,2.32555664640423,0.03996098,20.8290217147342,0.0,0.0,8,140096.499563265,-152566.188231732,1,122640.63,160650.56,-99,P,rectangular_magnet,R13,1,I,13.0,E,123.5545943659429,4.77877289427046,circular_magnet,Mag,1,TR,0.1061433243999999,0.0
14,9670853902573,-14.015535039843112,107.50545987034565,108.421716385341,2.83967809245981,-1.44102687836805,4.28070497082786,10.5463105881973,-33.4688584066304,0.0,18.1447156565779,0.0,0.0,0.0,0.0,0.0,0.0,8.604830615371,2.37461173491558,0.0271,21.2655533867107,0.0,0.0,8,-16333.6767041419,-103882.129573171,1,-14030.37,107510.08,-99,P,rectangular_magnet,R14,1,I,14.0,P,107.29843012629252,4.28070497082786,circular_magnet,Gre,1,TR,0.0155377488999999,0.0
15,10661230112984,-68.22135098738991,139.27536245758327,155.112872464886,3.26111765293384,-1.11482806187612,4.37594571480996,10.2697144443415,-33.6002564512888,0.0,14.5498900118168,0.0,0.0,0.0,0.0,0.0,0.0,10.8236491970821,4.60131542066761,0.076773115,19.1071747196459,0.0,0.0,8,-78844.4052155531,-133578.087665969,1,-68301.14,139265.78,-99,P,rectangular_magnet,R15,1,I,15.0,A,83.15172199128219,4.37594571480996,circular_magnet,Yel,1,TR,0.0803623669799998,0.0
16,8670236706921,-129.13993891542162,23.139375647089462,131.22072936181,2.48182576778663,-0.17722332151023,2.65904908929686,9.96094920451847,-33.1057766567387,0.0,18.3871894960554,0.0,0.0,0.0,0.0,0.0,0.0,8.57882573129715,1.90374634788505,0.0272,21.0281095937991,0.0,0.0,8,-148625.349415557,-21825.6540976455,1,-129165.42,23133.83,-99,P,rectangular_magnet,R16,1,I,16.0,O,127.801858019011,2.65904908929686,circular_magnet,Gre,1,TR,0.0167343919199998,0.02
17,11671014310461,193.34972111473857,-46.17424532217491,198.792330451826,4.69748804855497,2.90704563916697,1.790442409388,11.5884204549792,-32.8112415983083,0.0,17.157309499386,0.0,0.0,0.0,0.0,0.0,0.0,8.08010124248575,2.64380938726953,0.01,20.5113348825397,0.0,0.0,8,219183.153188567,44739.2691076245,1,193349.34,-46199.82,-99,P,rectangular_magnet,R17,1,I,17.0,I,0.8537605046550993,1.790442409388,circular_magnet,Mag,1,TL,0.0255775173599999,0.0
18,9670356808376,82.66751047297622,-5.60966835451138,82.8740829474318,1.21194157978547,3.07450050280992,4.42062638415514,11.0410043593406,-32.984911738421,0.0,17.6629882303468,0.0,0.0,0.0,0.0,0.0,0.0,8.16539872963024,2.18010945858981,0.015714204,20.5982544077844,0.0,0.0,8,95467.1155742439,5489.81744215473,1,82687.63,-5556.03,-99,P,rectangular_magnet,R18,1,I,18.0,K,-159.43913753812495,4.42062638415514,circular_magnet,Blu,1,TR,0.0572875941399999,0.0
19,9670514602448,52.2445664053538,110.1556717224786,121.892315782711,3.15152440235645,4.26994600016693,5.1647637093691,10.8852782776373,-33.4792316208156,0.0,18.1547483806174,0.0,0.0,0.0,0.0,0.0,0.0,7.72652419461033,2.31030230461315,0.0091,21.2159671190328,0.0,0.0,8,60273.0211092978,-106226.475979025,1,52188.01,110155.11,-99,P,rectangular_magnet,R19,1,I,19.0,J,89.43095271248629,5.1647637093691,circular_magnet,Gre,1,RO,0.05655919482,0.0
20,9616060,101.76767607120289,-191.85838023592692,217.179280529725,0.323686606132398,2.05852621523771,4.54834569807427,11.12422,-32.202878,,16.3588,,,0.0,,,,0.0,0.0,0.0,0.0,-2.13661147578687,-1.69043707411888,8,114273.850363268,182229.442325301,0,101774.92,-191855.95,-99,P,rectangular_magnet,R20,1,I,20.0,H,-108.5458764162998,4.54834569807427,circular_magnet,Mag,1,TR,0.0076407166599999,0.0
21,9599711,72.29290113494191,199.94901872110472,212.638757782484,2.19084069161239,4.36560618735227,4.1084198114397,10.983257,-33.848537,,16.3746,,,0.0,,,,0.0,0.0,0.0,0.0,4.2950102554762,0.584110704661635,8,82416.2123632682,-189689.4916747,0,72270.36,199980.59,-99,P,rectangular_magnet,R21,1,I,21.0,U,144.4740747850877,4.1084198114397,circular_magnet,Mag,1,TR,0.0387923757399998,0.0
22,9580246,-212.7030755660596,-22.26978937690738,213.873436246362,4.5875054951629,0.104473678478413,4.48303181668449,9.553726,-32.910544,,13.6935,,,,,,,,,,,52.3614637510238,22.420158706293,-99,-240657.793636732,22296.9263252998,2,-212707.31,-22303.52,-99,G,rectangular_magnet,R22,1,I,22.0,GS1,7.155296634092906,4.48303181668449,circular_magnet,Mag,1,TR,0.0339953727,0.0
23,9600483,3.818945369397536,125.82285160308518,125.879812889775,3.14074309205922,4.68231195118496,4.74161644805384,10.637505,-33.54599,,14.1088,,,,,,,,,,,5.29085407600638,4.70475178219304,-99,4276.26036326834,-121313.869674701,2,3785.52,125822.88,-99,G,rectangular_magnet,R23,1,I,23.0,GS2,90.04867629013853,4.74161644805384,circular_magnet,Gre,1,TR,0.0334253814599998,0.0
24,9604180,44.255373994811386,-20.160006156804297,48.6224585999618,4.06227983021477,2.71337518833759,1.34890464187718,10.845157,-32.922348,,13.9573,,,,,,,,,,,-3.77637928908919,0.830449466938195,-99,51205.6123632682,19629.2223253003,2,44232.21,-20190.47,-99,G,rectangular_magnet,R24,1,I,24.0,GS3,37.248510527573046,1.34890464187718,circular_magnet,Blu,1,TL,0.0382703069999998,0.0
25,9603107,12.809526236459249,55.54368508288064,56.990885233602,3.26348122115157,4.48624993096962,5.06041659736154,10.683827,-33.247722,,13.9931,,,,,,,,,,,24.8290291354969,-0.333768363042934,-99,14745.0323632683,-53905.3016747005,2,12778.3,55539.86,-99,G,rectangular_magnet,R25,1,I,25.0,GS4,83.016299507815,5.06041659736154,circular_magnet,Blu,1,TR,0.03145964244,0.0
26,9581778,-25.36417239174233,30.814530347359643,39.9314355714542,3.24610659366125,-0.88133468505527,4.12744127871652,10.487962,-33.141601,,14.0214,,,,,,,,,,,6.0712027868683,3.47132530905548,-99,-29520.457636732,-29921.9556747001,2,-25401.26,30810.64,-99,G,rectangular_magnet,R26,1,I,26.0,GS5,84.01179233362231,4.12744127871652,circular_magnet,Blu,1,TR,0.0372910912800001,0.0
27,9604395,104.45865117537387,-12.380651282366657,105.176091950171,4.08319029324871,3.02338888411177,1.05980140913694,11.151289,-32.955115,,13.8703,,,,,,,,,,,-13.7350256943026,-27.8652452106017,-99,120391.444363268,12223.8803253003,2,104442.18,-12403.28,-99,G,rectangular_magnet,R27,1,I,27.0,GS6,36.05042924806398,1.05980140913694,circular_magnet,Gre,1,TL,0.0279885419399999,0.0
-99,Sky-A1-1,-82.44066,-226.46104,-99.0,-99.0,-99.0,-99.0,10.2138413,-32.06441782,,,,,,,,,,,,,,,-99,,,-99,-82440.66,-226461.04,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-A1-2,-95.17558,-226.8427,-99.0,-99.0,-99.0,-99.0,10.1518594,-32.063886527,,,,,,,,,,,,,,,-99,,,-99,-95175.58,-226842.7,0,S,,,-99,,,,,,,,-99,,,
-99,Sky-A1-3,-102.1024,-213.87871,-99.0,-99.0,-99.0,-99.0,10.1162782,-32.115496198,,,,,,,,,,,,,,,-99,,,-99,-102102.4,-213878.71,3,S,,,-99,,,,,,,,-99,,,
-99,Sky-A1-4,-114.16975,-212.24121,-99.0,-99.0,-99.0,-99.0,10.057389,-32.123007989,,,,,,,,,,,,,,,-99,,,-99,-114169.75,-212241.21,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-A1-5,-124.24934,-206.50222,-99.0,-99.0,-99.0,-99.0,10.00761,-32.146674471,,,,,,,,,,,,,,,-99,,,-99,-124249.34,-206502.22,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-A1-6,-134.04112,-200.2849,-99.0,-99.0,-99.0,-99.0,9.9592078,-32.172324043,,,,,,,,,,,,,,,-99,,,-99,-134041.12,-200284.9,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-A1-7,-143.52243,-193.60365,-99.0,-99.0,-99.0,-99.0,9.9122927,-32.199898768,,,,,,,,,,,,,,,-99,,,-99,-143522.43,-193603.65,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-A2-1,-238.98133,-2.98751,-99.0,-99.0,-99.0,-99.0,9.4309571,-32.990487535,,,,,,,,,,,,,,,-99,,,-99,-238981.33,-2987.51,2,S,,,-99,,,,,,,,-99,,,
-99,Sky-A2-2,-240.84715,8.5856,-99.0,-99.0,-99.0,-99.0,9.4216947,-33.038613577,,,,,,,,,,,,,,,-99,,,-99,-240847.15,8585.6,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-A2-3,-238.16201,19.99647,-99.0,-99.0,-99.0,-99.0,9.4337529,-33.086313242,,,,,,,,,,,,,,,-99,,,-99,-238162.01,19996.47,2,S,,,-99,,,,,,,,-99,,,
-99,Sky-A2-4,-238.90682,31.69534,-99.0,-99.0,-99.0,-99.0,9.4300505,-33.134959411,,,,,,,,,,,,,,,-99,,,-99,-238906.82,31695.34,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-A2-5,-237.10513,43.15344,-99.0,-99.0,-99.0,-99.0,9.4383785,-33.182764929,,,,,,,,,,,,,,,-99,,,-99,-237105.13,43153.44,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-A2-6,-234.75423,54.51158,-99.0,-99.0,-99.0,-99.0,9.4494552,-33.230176993,,,,,,,,,,,,,,,-99,,,-99,-234754.23,54511.58,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-A2-7,-229.9353,65.19784,-99.0,-99.0,-99.0,-99.0,9.472242,-33.275049633,,,,,,,,,,,,,,,-99,,,-99,-229935.3,65197.84,2,S,,,-99,,,,,,,,-99,,,
-99,Sky-A3-1,-66.38214,231.67752,-99.0,-99.0,-99.0,-99.0,10.284693,-33.972845588,,,,,,,,,,,,,,,-99,,,-99,-66382.14,231677.52,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-A3-2,-56.30261,239.47028,-99.0,-99.0,-99.0,-99.0,10.3355592,-34.003991632,,,,,,,,,,,,,,,-99,,,-99,-56302.61,239470.28,0,S,,,-99,,,,,,,,-99,,,
-99,Sky-A3-3,-43.80666,236.98531,-99.0,-99.0,-99.0,-99.0,10.3979238,-33.995207051,,,,,,,,,,,,,,,-99,,,-99,-43806.66,236985.31,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-A3-4,-32.35357,238.81857,-99.0,-99.0,-99.0,-99.0,10.4553967,-34.002937433,,,,,,,,,,,,,,,-99,,,-99,-32353.57,238818.57,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-A3-5,-20.65269,238.106,-99.0,-99.0,-99.0,-99.0,10.5140837,-34.000604648,,,,,,,,,,,,,,,-99,,,-99,-20652.69,238106.0,2,S,,,-99,,,,,,,,-99,,,
-99,Sky-A3-6,-9.1725,238.82392,-99.0,-99.0,-99.0,-99.0,10.5717409,-34.003645168,,,,,,,,,,,,,,,-99,,,-99,-9172.5,238823.92,2,S,,,-99,,,,,,,,-99,,,
-99,Sky-A3-7,-2.34844,240.98869,-99.0,-99.0,-99.0,-99.0,10.6060151,-34.012115671,,,,,,,,,,,,,,,-99,,,-99,-2348.44,240988.69,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-A4-1,117.86456,210.21182,-99.0,-99.0,-99.0,-99.0,11.2087216,-33.882940468,,,,,,,,,,,,,,,-99,,,-99,117864.56,210211.82,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-A4-2,127.84223,204.2974,-99.0,-99.0,-99.0,-99.0,11.2585763,-33.858116578,,,,,,,,,,,,,,,-99,,,-99,127842.23,204297.4,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-A4-3,136.38242,196.26726,-99.0,-99.0,-99.0,-99.0,11.3015263,-33.824961203,,,,,,,,,,,,,,,-99,,,-99,136382.42,196267.26,2,S,,,-99,,,,,,,,-99,,,
-99,Sky-A4-4,145.66771,189.47801,-99.0,-99.0,-99.0,-99.0,11.3478555,-33.796464332,,,,,,,,,,,,,,,-99,,,-99,145667.71,189478.01,2,S,,,-99,,,,,,,,-99,,,
-99,Sky-A4-5,159.14407,187.58775,-99.0,-99.0,-99.0,-99.0,11.4137259,-33.786688468,,,,,,,,,,,,,,,-99,,,-99,159144.07,187587.75,0,S,,,-99,,,,,,,,-99,,,
-99,Sky-A4-6,164.57115,176.06079,-99.0,-99.0,-99.0,-99.0,11.4416374,-33.7396754,,,,,,,,,,,,,,,-99,,,-99,164571.15,176060.79,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-A4-7,169.98257,165.15122,-99.0,-99.0,-99.0,-99.0,11.4692759,-33.694880148,,,,,,,,,,,,,,,-99,,,-99,169982.57,165151.22,3,S,,,-99,,,,,,,,-99,,,
-99,Sky-A5-1,189.83588,-148.4702,-99.0,-99.0,-99.0,-99.0,11.5555623,-32.387697753,,,,,,,,,,,,,,,-99,,,-99,189835.88,-148470.2,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-A5-2,182.47249,-157.43205,-99.0,-99.0,-99.0,-99.0,11.5189246,-32.350589168,,,,,,,,,,,,,,,-99,,,-99,182472.49,-157432.05,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-A5-3,174.68645,-166.02924,-99.0,-99.0,-99.0,-99.0,11.4802441,-32.314999911,,,,,,,,,,,,,,,-99,,,-99,174686.45,-166029.24,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-A5-4,166.49577,-174.24185,-99.0,-99.0,-99.0,-99.0,11.4396106,-32.281010828,,,,,,,,,,,,,,,-99,,,-99,166495.77,-174241.85,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-A5-5,157.91943,-182.05086,-99.0,-99.0,-99.0,-99.0,11.3971179,-32.248699033,,,,,,,,,,,,,,,-99,,,-99,157919.43,-182050.86,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-A5-6,147.7409,-187.86598,-99.0,-99.0,-99.0,-99.0,11.3472183,-32.22428988,,,,,,,,,,,,,,,-99,,,-99,147740.9,-187865.98,2,S,,,-99,,,,,,,,-99,,,
-99,Sky-A5-7,139.6901,-196.38671,-99.0,-99.0,-99.0,-99.0,11.3069503,-32.189396307,,,,,,,,,,,,,,,-99,,,-99,139690.1,-196386.71,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-H1-1,-158.92893,-181.17025,-99.0,-99.0,-99.0,-99.0,9.8359413,-32.251242107,,,,,,,,,,,,,,,-99,,,-99,-158928.93,-181170.25,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-H1-2,-167.46173,-173.31368,-99.0,-99.0,-99.0,-99.0,9.7935807,-32.283703489,,,,,,,,,,,,,,,-99,,,-99,-167461.73,-173313.68,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-H1-3,-174.14922,-163.68583,-99.0,-99.0,-99.0,-99.0,9.7597521,-32.323225004,,,,,,,,,,,,,,,-99,,,-99,-174149.22,-163685.83,2,S,,,-99,,,,,,,,-99,,,
-99,Sky-H1-4,-180.30161,-153.81915,-99.0,-99.0,-99.0,-99.0,9.7284964,-32.363800294,,,,,,,,,,,,,,,-99,,,-99,-180301.61,-153819.15,3,S,,,-99,,,,,,,,-99,,,
-99,Sky-H1-5,-190.65822,-147.4127,-99.0,-99.0,-99.0,-99.0,9.6780749,-32.390811663,,,,,,,,,,,,,,,-99,,,-99,-190658.22,-147412.7,1,S,,,-99,,,,,,,,-99,,,
-99,Sky-H1-6,-197.53006,-138.06861,-99.0,-99.0,-99.0,-99.0,9.6437302,-32.429485384,,,,,,,,,,,,,,,-99,,,-99,-197530.06,-138068.61,1,S,,,-99,,,,,,,,-99,,,
