PROXIMITY,220 # tiling proximity value in arcseconds
TILING_DATE,2022 08 15 # Date the tile was created/configured
OBS_TEMP,287.149994
ROBOT_TEMP,287.149994
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21e+11,3.312e+14,-902.1087564,2624.396187,0,0,0
EQUINOX,J2000.0
CENTRE,20 10 59.06,-56 56 50.2 #Field centre
UTTIME,12 01 38.00 #Target observing time
UTDATE,2022 08 25 #Target observing date
PLATEID,1
LABEL,test
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
11,60,78.71737009337892,40.74088953518528,88.575698593082,3.7176254409516,3.6191220180697,0.0985034228819033,303.365077145343,-57.1216423771774,0.0,15.6337747573853,0.0,0.0,0.0,0.0,0.0,0.0,10.3845563179607,6.36853981018066,0.0531725330378351,21.0981589366931,0.0,0.0,8,139893.124293979,-39403.8902844522,1,78667.01,40708.18,-99,P,rectangular_magnet,R11,1,I,11.0,B,56.99575242301168,0.0985034228819033,circular_magnet,Blu,1,TR,0.0600504179599999,0.0
12,4033,187.2962004030808,59.75180237691616,196.66575473118,1.00137546790612,3.45070167203937,3.83385910304633,304.201672415412,-57.1947642387657,0.0,14.6636028289795,0.0,0.0,0.0,0.0,0.0,0.0,11.1172934067104,6.18300199508667,0.0557875182264617,19.9582891487795,0.0,0.0,8,328963.655329582,-55929.431003422,1,187344.78,59827.69,-99,P,rectangular_magnet,R12,1,I,12.0,D,-147.3745880189587,3.83385910304633,circular_magnet,Mag,1,TR,0.0901049863999998,0.0
13,4177,96.87746828930528,5.235159235248895,97.0009488816764,1.50565710707163,3.19577491923266,4.59306749501855,303.506826821913,-56.9694036906473,0.0,16.2422561645508,0.0,0.0,0.0,0.0,0.0,0.0,10.5543247089559,1.56341600418091,0.0555795816065303,18.4966126982449,0.0,0.0,8,171928.551198938,-4997.94712865665,1,96858.6,5253.16,-99,P,rectangular_magnet,R13,1,I,13.0,O,-176.26779762908149,4.59306749501855,circular_magnet,Gre,1,TR,0.0167343919199998,0.02
14,292,48.553555727527176,-34.73644172210934,59.7799412249903,-0.543937668853076,2.5206924873897,3.21855515093681,303.128606169712,-56.7983361224348,0.0,14.636812210083,0.0,0.0,0.0,0.0,0.0,0.0,10.9336881362341,6.68065786361694,0.0487315264066914,20.2390926466961,0.0,0.0,8,86450.6838013748,33663.3232873732,1,48622.32,-34778.03,-99,P,rectangular_magnet,R14,1,I,14.0,A,-58.83466725653415,3.21855515093681,circular_magnet,Blu,1,TR,0.0803623669799998,0.0
15,5402,159.65475143314922,107.79540662683044,192.654230471388,-0.780457685618202,3.73504799835745,1.76767962320393,303.992241624885,-57.3986359609976,0.0,16.4985179901123,0.0,0.0,0.0,0.0,0.0,0.0,10.3958116233824,2.01407408714294,0.056888535618782,19.3082691337196,0.0,0.0,8,281632.29667061,-102004.440227829,1,159712.92,107737.81,-99,P,rectangular_magnet,R15,1,I,15.0,L,-45.28306852552896,1.76767962320393,circular_magnet,Yel,1,TL,0.0818593524999998,0.0
16,6333,76.6999202041614,-15.543843330973148,78.2732686848646,1.16690502843495,2.94251533013797,4.50757500547657,303.348610254619,-56.881006914123,0.0,16.3294239044189,0.0,0.0,0.0,0.0,0.0,0.0,10.0431751452614,6.19648599624634,0.0543918199837207,22.2220899747792,0.0,0.0,8,136171.606990325,14979.724365822,1,76727.33,-15479.71,-99,P,rectangular_magnet,R16,1,I,16.0,C,-156.85873322191594,4.50757500547657,circular_magnet,Blu,1,TR,0.0697451148799999,0.0
17,3170,-65.79933976199541,-46.22478465486543,80.4077116128503,-0.886394081492353,0.613363417090576,4.78342780859666,302.233758401585,-56.7465141113322,0.0,18.0356750488281,0.0,0.0,0.0,0.0,0.0,0.0,9.60249006012139,3.81087708473206,0.0583553370088338,22.5350023334348,0.0,0.0,8,-115784.911795204,45375.0977965418,1,-65750.72,-46284.37,-99,P,rectangular_magnet,R17,1,I,17.0,G,-39.21336014511303,4.78342780859666,circular_magnet,Blu,1,TR,0.0769044511799999,0.0
18,2587,32.587962888052886,17.371614291415487,36.9530252392642,-0.333334275076226,3.63064179967705,2.31920923242631,303.003251273371,-57.0223588379544,0.0,15.3450679779053,0.0,0.0,0.0,0.0,0.0,0.0,10.7109727470231,3.76163792610169,0.0527363457875466,19.6396475584612,0.0,0.0,8,58120.4772284547,-16965.8104200634,1,32621.39,17360.04,-99,P,rectangular_magnet,R18,1,I,18.0,Q,-70.90135287107944,2.31920923242631,circular_magnet,Blu,1,TL,0.0353742283999999,0.0
19,622,107.6880417060783,94.05252319895116,143.023175956266,0.067199501848533,3.85926145215991,2.49112335686821,303.592275536675,-57.3467863530696,0.0,16.6765842437744,0.0,0.0,0.0,0.0,0.0,0.0,9.9651128434471,2.84397411346436,0.051010001450777,20.4058572927439,0.0,0.0,8,191239.960735017,-90286.4288361107,1,107745.2,94056.37,-99,P,rectangular_magnet,R19,1,I,19.0,K,-93.85024784130252,2.49112335686821,circular_magnet,Gre,1,TR,0.0572875941399999,0.0
20,481573457,-113.7031201131794,183.6209445070005,215.975843597134,0.710865954933448,-1.01639381370883,1.72725976864227,301.846056,-57.712397,,14.921,,,0.0,,,,0.0,0.0,0.0,0.0,20.0621523013632,-3.86949163488907,8,-203405.654553475,-172914.435042371,0,-113697.33,183625.93,-99,P,rectangular_magnet,R20,1,I,20.0,H,-130.72961901722354,1.72725976864227,circular_magnet,Mag,1,TL,0.0076407166599999,0.0
